ID,HASH
4,8c4f117ec11ce6753eecf130ed7f735992dc2126aacd73bcc248e960f0fa6e4a
4,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
4,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
4,e490fd8a16386e2fdbaed9e9fce4e25f4601ce3c383cf16ada1d5de68aae0ed6
4,0c0645d25733f27f6cf7067c0005ed7f623980d133474c34954201be079678ea
4,4ce4b2f774ef235737d8c96d7861302aa95eb1e8305fea1527985f2c262ed7f5
4,a024fb68159e69c007f79e19562e67be9e2f88d05b853fafca334a284444d1c6
4,0734f5a99b59341792a8be1534d0c2a642294bb70fc1238295c438ee084b89c6
5,2848a8104f21966907cd735194c506706bd8955ed2777dd31e3d86587b4af131
5,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
5,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
5,e41668c194dba1a329f09e98eaaa3c1f1d56f0277d2eb660d9ab5a979de4b579
6,e8656e12c5b3cf228427c7ac7404e63d7da51aa519cbb95b713fac4e24242945
6,6e754fb35d984815637cab082880127c38b8d457ec22e1483c4f68ba2aafc598
6,9ca88737699ed408a9df6c04e6bb28507054ef463a85ec7ab48886014d9a37a2
6,dc1921946f4af96a2856e7be399007c9e807bdf4c5332f19f59ec9dd1bb8c7b3
6,d4328de336bc630b2d3c2f527985291301b4ba991ab20dfa2450c5879788b891
6,82961d1a8c34633eaaa8ba4a72052923ba884600c318c7f5ce5eb83d5df59bf3
6,c025cf9c2a9e1f4577de3f7c1f1f912301ac4fd71f91999e99baaf8a4ce1aef4
6,4ea3d68e3581fa27f86acaa247b297686a8e1a8fecd5523cd8314f14b6a28c31
6,972cb1b8263771acff95a98646f7195dedb3aa716045aafc48ec7406ff64c4a0
6,bcdf23783b77191a065f8bb33702bc537e4e42511776e89151fd8985af436019
6,0e12cb6e43557b21df1decb7c832de90e2dfb7fa7c0787cfe86a93f1fc79316e
6,986d7a8b3b78d9a079fe79463b223083ed95ad383e059bc28db537d93faab7e8
6,983673486bde3a75676fe0e6cf0a964a642b4d17796b243b9473a519468df109
6,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
6,136c15bac634422829590fd46ecb0533ebb51f3715cd10b1a8b92a0265eec066
6,ac24059700ccc1b22541356a8ef5c151c7662155ac159d26d9129b7609279fe7
6,41475fd2a9fe2f5659a331e5a411eceffd54798e3b872a6a07e16392d724622f
6,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
6,b419bcf82fa62b4f18c1498dfd0cdc164deeb85bb2cfc52c2768c41b47dbcc85
6,84223d4d93915e541a316b861fac9f0397083e9fd48175ceb2ca761589edadac
6,459b274b520c587379e41c559f19ac2329f3427a33c77c44243fd37f1e3f2b5f
6,1fb9b51eb7c3dd7782710968c3e68595b2530258c99a9dd03463b819ae386043
6,aa4571413ca838be6d2945345042acc3a8bda57f00ae37e4b55b96023cb999ae
7,44595760d5731feec3499dbed37954ed404467bc487884d6748774be25f59991
7,ea8cfcf0e2abc1d57f286319224644bcd7c841447cebd2fa19cea30420772468
7,cd03e0376e2b128b0c7d020d70736268389e21eb5cf157517a3ec9ccb59676e3
7,36458e12a0cfcb0456a1fd406ad99c63b2bc049f0b7d408e347fb165e9ed749a
7,353e8f1a9c5bc906d0210ef4e1efb33006cc65bd25625bd895a76ee8f909e70f
7,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
7,459b274b520c587379e41c559f19ac2329f3427a33c77c44243fd37f1e3f2b5f
7,182864697a20dce19c3c9f738d27e21ed03044716956a385e796b0c04e5b7ff6
7,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
7,2b3290c5823ba3e59052f6a7a83f6330d35544c71cfea023eb7119a476c27193
7,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
7,86bfb36e87916839ebcf04204799a81fa67551780c98ff4541da53e2bc6fad9e
7,1524fb45d7dac7a1965f85a5136a471543ee6d3fd031aa0c7d11ef161b9d6927
7,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
7,91651375c279ab49408dc750bed88d5767070f4260a8f12fe98cac2118f719e6
8,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
8,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
8,d7e5daa1ba4f9deed9c07162ddfefd7cd227b2b47c1ed872a6e64106c7ad0f06
8,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
9,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
9,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
9,84223d4d93915e541a316b861fac9f0397083e9fd48175ceb2ca761589edadac
9,353e8f1a9c5bc906d0210ef4e1efb33006cc65bd25625bd895a76ee8f909e70f
9,170c617bdd8eff281ec8effece98c30caab6692ede27482e86c7315a32aa15e9
9,6e45d9db50c4c806d00a2d5fd0d4234c0f845f22fecb03b59de6ee8fc99e5064
9,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
9,e324d6b5ccfe9be25e6492fca3d5c7393454ca94cf1b663e3c677c07fb76e250
9,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
9,2fdea1f8a5d86e1bd5f33bccc6a2e46d3568c05caa52efb879b79a490a88c714
9,983673486bde3a75676fe0e6cf0a964a642b4d17796b243b9473a519468df109
9,d6e3c1ccde3828ce28843a4dc7bd6ddae28bed7fc81ad20a7e9bef9b8f0bb89d
9,998d837aa85f2c0d56541f3e02a4885ceb9863dd170349a8ea821cd9d1bf2b21
9,182864697a20dce19c3c9f738d27e21ed03044716956a385e796b0c04e5b7ff6
9,0c4822b78201b4788d69951bc2989fb88dc67e64354f4c4dbe8dc57c39a7cc37
9,92ce6b46028670550075ed9a612c43ba06447cbd431566a04d5410aa543a8360
9,d5cade7ef31916901514fc80752478f5b1dcefe44aaaf49d7b99ab7ba2e50aa6
9,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
9,5847af17db424193012e69c21cf1a45e7dfc23fdf95d12c40b5e8fa6eca28b46
9,261f2b3b2c18b5b55cc20257ab0cc73f759eb8855c4ccab102c1683173e2b775
9,5517bab653668facef67e08f959d3af9f63e80a0570411d1f4f7c6b0460bc24e
9,db5a9eb913256214c8a8a6ab7aac62077291ef9c4f91ad0559639523cf763650
9,ea8cfcf0e2abc1d57f286319224644bcd7c841447cebd2fa19cea30420772468
9,84287a10e6fbd85c1832dfe49d86f885a6055b39df8610b7afc23191a7e94fd5
10,e490fd8a16386e2fdbaed9e9fce4e25f4601ce3c383cf16ada1d5de68aae0ed6
10,36f8ef984e1692f2ea3c17064801b4d17c97154410b9c0c012772e5287f3d163
10,b14a1fbc5cb40ecb8199e25a911b710b3ee59fd908f93482e95544b162dc07f1
10,86c689beb3895984266404ceb2dd316d3e778f1471f354186ad02960cde3eb53
10,ce770667e5f9b0d8f55367bb79419689d90c48451bb33f079f3a9a72ae132de8
10,5a3cc2f51b94da7674c11201ef14c9bfe3d3a83f2f00ebbc8bd1cba8ef04aa53
10,760adadb53a84d184440e879505d90e6ad6f74d950755d73c3a127a6e0d89af0
10,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
10,24bb6957f504b75a07e04e15454225d496fb9843a090efbd9c5f9475ee5cb4eb
11,d4328de336bc630b2d3c2f527985291301b4ba991ab20dfa2450c5879788b891
11,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
11,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
12,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
12,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
13,47ddae96a8ed904df08b8f3fd31133f5013b54dcfb9a380644e42857a8c805bd
13,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
13,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
13,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
13,dd5f4a5da53abcf33ffbfadeb118a0707c963c29db3aaa270fe86b231bee8cb4
13,06355215957f9997ff8fd77196d7b3678720421a1272b2457ab2f466291aeef2
13,9cf1e9aed8bd7db77b4cfdedfbff7d3d921246e6fef96033580c3f90819cd60c
13,15c9d72750f58164af73cdd6c8e4529740513ebd0a5d9250988c4775216faf9c
13,8e096dce940616690857135bf57449803b107650f74766a8b2d2f1f2ddb4b696
13,d2a082a5397eef3b6bb0f92e9f1c16695ff9a1d4c77e1c76a67f4a21c0754e04
13,03d80037d910bf8cd420b231066953bb6da89a5390fdfaedd3d3c6ad4c8a974f
13,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
13,34757104bdbaa55abc049fb2efad6ea1d449fbba455793fcbf6c9e6a6b0d295a
13,e12fa74ef107f2e2d8dd6be59c3991c682c37d617290090bba29070bfcd21ac6
13,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
13,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
14,acdd1e734125f341604c0efbabdcc4c4b0597e8f6235d66c2445edd1812838c1
14,5ff27f9b4345ca80ddbb38cc908e17fd042bd0ab0987aacc7e537f379ad18497
14,f223faa96f22916294922b171a2696d868fd1f9129302eb41a45b2a2ea2ebbfd
14,498725db082da17f98133b5dba4b6b9fe8cefb2f1ffcbc0fea84a276b8f81018
14,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
14,d4328de336bc630b2d3c2f527985291301b4ba991ab20dfa2450c5879788b891
14,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
14,e2c7656a23b052a15a41e1b107d93b2b0be2d23f15e2b66ad8c310c6be1dfdf6
14,795aee19b3d4d5e719d89e09ca0cf05246b4dcfb2d8246a1348f1aa3d531422d
14,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
15,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
15,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
16,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
16,5ff27f9b4345ca80ddbb38cc908e17fd042bd0ab0987aacc7e537f379ad18497
16,95a16589ea560a61beeed62f6af632c732429eab0faaf93ac6c81548426cf7eb
16,36458e12a0cfcb0456a1fd406ad99c63b2bc049f0b7d408e347fb165e9ed749a
17,f2087a5e597ddbbc7ddd876b8718142041ea6e5b552b9b685c00f2a1056422d4
17,d4328de336bc630b2d3c2f527985291301b4ba991ab20dfa2450c5879788b891
17,2ca83bb1ba9787f00c7fd2320cf9c6d88e7c8baaeb88e0c672f2846524c87baf
17,f9e8e2fba12be3d9ea989e38dc49587fe46f5b8a5d2ec77727dc0e2fecde44dc
17,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
18,dbde8bc86615e2368f65298fa8aca2ab0296fc7a25b5c78a6b81ce3adb945797
18,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
18,1524fb45d7dac7a1965f85a5136a471543ee6d3fd031aa0c7d11ef161b9d6927
18,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
19,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
20,0a340515ebf367a9ea9f6af162a75075a0840f924d26248ced476343933cd2c9
20,cd03e0376e2b128b0c7d020d70736268389e21eb5cf157517a3ec9ccb59676e3
20,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
20,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
20,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
20,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
20,0bda556667a6adbad9039e357372baf5b22bc54101923ea688b58869a6410a3c
21,186450dfab829afd0f2468a66e9e221d13500e79e2001d5f62b058842600c565
21,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
21,6e45d9db50c4c806d00a2d5fd0d4234c0f845f22fecb03b59de6ee8fc99e5064
21,5ebfbb967498cadcb4692c51cd1cf50083cf8e9585c1aefd264a7e67d0b5734a
21,06355215957f9997ff8fd77196d7b3678720421a1272b2457ab2f466291aeef2
21,e350b74e3f76c09fe94dc9cb9300d57d886f97e0c41c56016c238ba9b0a011ff
21,fbfbfdedbdcbd9e120a5fe1e50bf22b334c4e94258f2430313038cccbb7fd608
21,f52624f24793099cefd7e356a225eb3d75067c166c413bfa06841d4c88662b6b
21,a8b10afc05c85ff9b05e6aac85fce7dc9bcc5218b1748f6f2184983a41d0b0c2
21,4c7c24f283ee7f479b8f9da8256785e9a809d7a906ae92674c5db01becd7aedd
21,0b9584bf22863f015fd625378e1219ee3560fa5602c28d0e5794cf931117aeaf
21,170c617bdd8eff281ec8effece98c30caab6692ede27482e86c7315a32aa15e9
21,720a534693c6b3d70df55432213d982b49a09683c1a98dccb77d86a043ecf4cf
21,14df77dd800417d524ff625d44ecf53eb7ca6eacb31c80404315263a9c880bb6
21,86192c93b3bdddd8d0620d413601e5367001c502c13a581864c76de774e355e4
21,45f3a7e39415275bc0ceda5682cc97bc25f0e17f4ac6408efb7c9b88f62b923c
21,8f106c7b20f78c325c24aebf5bef1a6e6d56e16f3ba1f00c7fec309f8fe037f1
21,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
21,ed41a940b8908f7ed5fd9dad17b3f2909f741faef751730a58bd68b3e0438835
21,b376204ca2e803d07bda87116a64431f0a1a6e2ca2bdf489ca49ae2ec271b80b
21,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
21,f0af3718109d2b3379f0a8a5d74f4da6053a3ed868772a19a5173e16beb8ec2c
21,5560d86502a222048a8d30547d80b64878739044bef98f97e7575cbb94c2b367
22,006eab3d3a9e8a0f4d06251f73fb6e3077b35b82521e3238ad048ab459ebce13
22,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
22,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
22,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
22,7038e9c2d8ed64a324cee72e9a0343d4670a7b056d0ef84e7995d8b3dfe3197b
22,d6e3c1ccde3828ce28843a4dc7bd6ddae28bed7fc81ad20a7e9bef9b8f0bb89d
22,d9bcce046190923f40c8e0d93ca2ea181e8d3f166125347f17f9e06c311f9ed6
23,d4a99eb6239e63a58434e1f0c33e7e1bb6ced449b1b4ed65831704035c739e4f
23,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
23,485cf3e6a4d93995f5ed7c5face2b35f4bbf7b1031ef0062d840a99ce8016895
23,a7acc21731983c55cd75f97e05483dd1149b2c599951f0777c4333cfc6ff1683
23,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
23,94aa9338f6e825190ff8c4bae494f3721d4664795d02fe513f5ff82287b0b0f2
23,5880e320e22cdf5a169cbf3e53bd95e80b31bb5c73c651123a44502e3b5162e9
23,2f34d4045e3df5d022b7adafdc85a16bacbe31a5f3c8199a75a387575be20274
23,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
23,0c291f044e75ab5f0fe78c9e755749f40a42bb7d569e2bc0dce81cf367e87662
24,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
24,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
25,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
25,6e9f2a92417e43b7fd8ddb3e3922f88ac2763801c80b7f8b571ce54dda48de9b
25,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
25,8c4f117ec11ce6753eecf130ed7f735992dc2126aacd73bcc248e960f0fa6e4a
25,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
25,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
25,44595760d5731feec3499dbed37954ed404467bc487884d6748774be25f59991
25,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
25,91651375c279ab49408dc750bed88d5767070f4260a8f12fe98cac2118f719e6
26,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
26,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
26,fef42b59d0fb9ec88409789ae7241e542ad2a79b2748c8efacc66ffc0f2a105c
26,cd03e0376e2b128b0c7d020d70736268389e21eb5cf157517a3ec9ccb59676e3
26,4c5d79851a8a4eeb8f14d036becc522a151686bc69246e88f55d6fee9256b046
26,0a340515ebf367a9ea9f6af162a75075a0840f924d26248ced476343933cd2c9
26,43b0cd32d94e862036b5b05b1c072856f300fa056e124e03ccf8d222c7375fb0
26,c9d7b0fdc67ffe18e257b15a52259d0f02bc25b384fd93adaf610553a8d482fc
26,57b5cfc179e71196aa532c0c901c13f732ab2f3f8889f298c8fbee56073f7535
26,1524fb45d7dac7a1965f85a5136a471543ee6d3fd031aa0c7d11ef161b9d6927
26,b014943cdb55df4cf86111c2a1f17c106cf4523e982ec6592e284bea1c6fa992
26,5ff27f9b4345ca80ddbb38cc908e17fd042bd0ab0987aacc7e537f379ad18497
26,9f8360cecbc79dc9a6c2afe3450f7811ff0595517fd8fdea22ce4a7b3cf9f78b
26,2848a8104f21966907cd735194c506706bd8955ed2777dd31e3d86587b4af131
26,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
26,353e8f1a9c5bc906d0210ef4e1efb33006cc65bd25625bd895a76ee8f909e70f
26,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
26,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
27,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
27,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
28,261f2b3b2c18b5b55cc20257ab0cc73f759eb8855c4ccab102c1683173e2b775
28,ac7298f45887e22ea5e8cc834cc72ec944ee6549f0aed1a89b3279fda270d2ae
28,67d3ab3684f3e469db1e1c6e14986134978c61f8712df7e68526cb20a5edd9bd
28,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
28,1de7fd213070f2bcc95ad257da25fb7851aa92977bfe570657b3d1846147fbaf
28,2848a8104f21966907cd735194c506706bd8955ed2777dd31e3d86587b4af131
28,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
28,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
29,acdd1e734125f341604c0efbabdcc4c4b0597e8f6235d66c2445edd1812838c1
29,de965d55c26d4e57c8b2b7302ad14dee1f5850e29ce11eb270395b7641efc36e
29,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
29,1524fb45d7dac7a1965f85a5136a471543ee6d3fd031aa0c7d11ef161b9d6927
29,62525602aab4e60f8f9fa02be9ce5d7cf81282741045945aea792a244d8503cf
29,b1abb440f14a08bd00461be9ae3b7dcac7f79dbba5bf5f10a24ccbe62a61f75e
29,d6d86ca0503c4ef49a8caf92e57470ed239db9a77d5839ef8fd17fbb340d6acd
29,745b6663745ec7bf89e9471cb1aa2d3c8946f16162dbf6d291de03bff2f7c658
29,afbffd97827518056212dc377cdba958b98e7cc103620fa8bdb62c5038d81a47
29,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
29,f280e643807be28fd8f7be43a6e1bc08c984925178e314be0c5464dc87bcdb50
29,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
29,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
29,c405673205b7b7227fb2caa01e0d225d91603571e1814648b688160f45648aef
29,47ddae96a8ed904df08b8f3fd31133f5013b54dcfb9a380644e42857a8c805bd
29,2e6e018516f4caaf129ac71a377fc6f41a80415230228b697c9be0854ba1f820
30,045344e350db36e5aa27d44707026c693b6fbc513348497de3befaafb25df8c1
30,02aee6c530c8ae34156a014f76b2e8db149c36bb74e1abafac8b6f282602e56f
30,d15ef6aa84f9dd9313d06788fad8f019631c3e27cdb6fd32e7bad636ddb346b3
30,5517bab653668facef67e08f959d3af9f63e80a0570411d1f4f7c6b0460bc24e
30,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
30,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
30,cbaa744c2d6516018ca577ecd4af3f3ef2c37b8ed6916aaca015143b23549686
31,deb9f62d9f47a9f8eebf4173a114eb849c2efca1d82f13dc6963b98ca12e63c3
31,a7137c1697b89779413be9adbbdbe2c5a925397d7a5601d29dc8a8dd6b40c5a8
31,1e7852bba2d67873b2ef049e8c9163593a0a48be8e090b1ebdcb1b64adf67dca
31,d41f5b4977ee05c6b61b3b5f054784628f5cd1cbe06a82a5484d1e6de6eefe85
31,0da6f000eee23b4abe52552caaa9ae50a43bb7035ea546399bf09f01e6251831
31,17707718329fa79d07f8ee9807a938ef832c4f1d045e423115f5c360a05bec50
31,459b274b520c587379e41c559f19ac2329f3427a33c77c44243fd37f1e3f2b5f
31,36458e12a0cfcb0456a1fd406ad99c63b2bc049f0b7d408e347fb165e9ed749a
31,acdd1e734125f341604c0efbabdcc4c4b0597e8f6235d66c2445edd1812838c1
31,0fcef243b34100f0c4b9b50408d9cd0c666aa592b1dce3a721c613b705de7f3f
31,c468ec25b5846ef3725d6d826cdb985549a5390c40219609e726d5c2c90de0e5
31,cff067b231ef8bc77cb59a9f7a6387cbd57682ec110c6ada299665bf4ecc230b
